Recommended,Strategy,Type,Equity %,Tax-Managed,Yield,Minimum,ID,Strategy Type,Strategy Subtype,IC Status,Expense Ratio,Blended,Private Markets
TRUE,Income 10 (ETF),Income Series,10,FALSE,3.8498952,125000,373,Risk-Based,Income,Recommended,0.07605,FALSE,FALSE
TRUE,"Income 10 (ETF, All Weather)",Income Series,10,FALSE,4.1962619,181000,374,Risk-Based,Income,Recommended,0.1248696,FALSE,TRUE
TRUE,Income 10 TM (ETF),Income Series,10,TRUE,3.0222243,125000,376,Risk-Based,Income,Recommended,0.11259,FALSE,FALSE
TRUE,Income 100 (ETF),Income Series,100,FALSE,2.2046853,13000,378,Risk-Based,Income,Recommended,0.1341,FALSE,FALSE
TRUE,"Income 100 (ETF, All Weather)",Income Series,100,FALSE,3.4362557,19000,379,Risk-Based,Income,Recommended,0.4980955,FALSE,TRUE
TRUE,"Income 100 (ETF, QUSLGDIV)",Income Series,100,FALSE,0,167000,382,Risk-Based,Income,Recommended,0.1971,FALSE,FALSE
TRUE,Income 20 (ETF),Income Series,20,FALSE,3.6670941,63000,383,Risk-Based,Income,Recommended,0.0825,FALSE,FALSE
TRUE,"Income 20 (ETF, All Weather)",Income Series,20,FALSE,4.1118167,91000,384,Risk-Based,Income,Recommended,0.1663391,FALSE,TRUE
TRUE,"Income 20 (ETF, B5YCRP)",Income Series,20,FALSE,0,196000,385,Risk-Based,Income,Recommended,0.10682,FALSE,FALSE
TRUE,"Income 20 (ETF, QUSLGDIV)",Income Series,20,FALSE,0,834000,388,Risk-Based,Income,Recommended,0.0951,FALSE,FALSE
TRUE,"Income 20 (ETF, QUSLGDIV, B5YCRP)",Income Series,20,FALSE,0,834000,389,Risk-Based,Income,Recommended,0.11942,FALSE,FALSE
TRUE,Income 20 TM (ETF),Income Series,20,TRUE,2.9313867,63000,390,Risk-Based,Income,Recommended,0.11498,FALSE,FALSE
TRUE,"Income 20 TM (ETF, N7YMUN)",Income Series,20,TRUE,0,235000,393,Risk-Based,Income,Recommended,0.13162,FALSE,FALSE
TRUE,"Income 20 TM (ETF, QUSLGDIV)",Income Series,20,TRUE,0,834000,394,Risk-Based,Income,Recommended,0.12758,FALSE,FALSE
TRUE,"Income 20 TM (ETF, QUSLGDIV, N7YMUN)",Income Series,20,TRUE,0,834000,395,Risk-Based,Income,Recommended,0.14422,FALSE,FALSE
TRUE,Income 30 (ETF),Income Series,30,FALSE,3.484293,42000,396,Risk-Based,Income,Recommended,0.08895,FALSE,FALSE
TRUE,"Income 30 (ETF, All Weather)",Income Series,30,FALSE,4.0273716,61000,397,Risk-Based,Income,Recommended,0.2078087,FALSE,TRUE
TRUE,"Income 30 (ETF, B5YCRP)",Income Series,30,FALSE,0,224000,398,Risk-Based,Income,Recommended,0.11023,FALSE,FALSE
TRUE,"Income 30 (ETF, QUSLGDIV)",Income Series,30,FALSE,0,556000,401,Risk-Based,Income,Recommended,0.10785,FALSE,FALSE
TRUE,"Income 30 (ETF, QUSLGDIV, B5YCRP)",Income Series,30,FALSE,0,556000,402,Risk-Based,Income,Recommended,0.12913,FALSE,FALSE
TRUE,Income 30 TM (ETF),Income Series,30,TRUE,2.840549,42000,403,Risk-Based,Income,Recommended,0.11737,FALSE,FALSE
TRUE,"Income 30 TM (ETF, N7YMUN)",Income Series,30,TRUE,0,268000,406,Risk-Based,Income,Recommended,0.13193,FALSE,FALSE
TRUE,"Income 30 TM (ETF, QUSLGDIV)",Income Series,30,TRUE,0,556000,407,Risk-Based,Income,Recommended,0.13627,FALSE,FALSE
TRUE,"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Income Series,30,TRUE,0,556000,408,Risk-Based,Income,Recommended,0.15083,FALSE,FALSE
TRUE,Income 40 (ETF),Income Series,40,FALSE,3.3014919,32000,409,Risk-Based,Income,Recommended,0.0954,FALSE,FALSE
TRUE,"Income 40 (ETF, All Weather)",Income Series,40,FALSE,3.9429265,46000,410,Risk-Based,Income,Recommended,0.2492782,FALSE,TRUE
TRUE,"Income 40 (ETF, B5YCRP)",Income Series,40,FALSE,0,261000,411,Risk-Based,Income,Recommended,0.11364,FALSE,FALSE
TRUE,"Income 40 (ETF, QUSLGDIV)",Income Series,40,FALSE,0,417000,414,Risk-Based,Income,Recommended,0.1206,FALSE,FALSE
TRUE,"Income 40 (ETF, QUSLGDIV, B5YCRP)",Income Series,40,FALSE,0,417000,415,Risk-Based,Income,Recommended,0.13884,FALSE,FALSE
TRUE,Income 40 TM (ETF),Income Series,40,TRUE,2.7497113,32000,416,Risk-Based,Income,Recommended,0.11976,FALSE,FALSE
TRUE,"Income 40 TM (ETF, N7YMUN)",Income Series,40,TRUE,0,313000,419,Risk-Based,Income,Recommended,0.13224,FALSE,FALSE
TRUE,"Income 40 TM (ETF, QUSLGDIV)",Income Series,40,TRUE,0,417000,420,Risk-Based,Income,Recommended,0.14496,FALSE,FALSE
TRUE,"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Income Series,40,TRUE,0,417000,421,Risk-Based,Income,Recommended,0.15744,FALSE,FALSE
TRUE,Income 50 (ETF),Income Series,50,FALSE,3.1186908,25000,422,Risk-Based,Income,Recommended,0.10185,FALSE,FALSE
TRUE,"Income 50 (ETF, All Weather)",Income Series,50,FALSE,3.8584813,37000,423,Risk-Based,Income,Recommended,0.2907478,FALSE,TRUE
TRUE,"Income 50 (ETF, B5YCRP)",Income Series,50,FALSE,0,313000,424,Risk-Based,Income,Recommended,0.11705,FALSE,FALSE
TRUE,"Income 50 (ETF, QUSLGDIV)",Income Series,50,FALSE,0,334000,427,Risk-Based,Income,Recommended,0.13335,FALSE,FALSE
TRUE,"Income 50 (ETF, QUSLGDIV, B5YCRP)",Income Series,50,FALSE,0,334000,428,Risk-Based,Income,Recommended,0.14855,FALSE,FALSE
TRUE,Income 50 TM (ETF),Income Series,50,TRUE,2.6588736,25000,429,Risk-Based,Income,Recommended,0.12215,FALSE,FALSE
TRUE,"Income 50 TM (ETF, N7YMUN)",Income Series,50,TRUE,0,375000,432,Risk-Based,Income,Recommended,0.13255,FALSE,FALSE
TRUE,"Income 50 TM (ETF, QUSLGDIV)",Income Series,50,TRUE,0,334000,433,Risk-Based,Income,Recommended,0.15365,FALSE,FALSE
TRUE,"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Income Series,50,TRUE,0,375000,434,Risk-Based,Income,Recommended,0.16405,FALSE,FALSE
TRUE,Income 60 (ETF),Income Series,60,FALSE,2.9358897,21000,435,Risk-Based,Income,Recommended,0.1083,FALSE,FALSE
TRUE,"Income 60 (ETF, All Weather)",Income Series,60,FALSE,3.7740362,31000,436,Risk-Based,Income,Recommended,0.3322173,FALSE,TRUE
TRUE,"Income 60 (ETF, B5YCRP)",Income Series,60,FALSE,0,391000,437,Risk-Based,Income,Recommended,0.12046,FALSE,FALSE
TRUE,"Income 60 (ETF, QUSLGDIV)",Income Series,60,FALSE,0,278000,440,Risk-Based,Income,Recommended,0.1461,FALSE,FALSE
TRUE,"Income 60 (ETF, QUSLGDIV, B5YCRP)",Income Series,60,FALSE,0,391000,441,Risk-Based,Income,Recommended,0.15826,FALSE,FALSE
TRUE,Income 60 TM (ETF),Income Series,60,TRUE,2.568036,21000,442,Risk-Based,Income,Recommended,0.12454,FALSE,FALSE
TRUE,"Income 60 TM (ETF, N7YMUN)",Income Series,60,TRUE,0,469000,445,Risk-Based,Income,Recommended,0.13286,FALSE,FALSE
TRUE,"Income 60 TM (ETF, QUSLGDIV)",Income Series,60,TRUE,0,278000,446,Risk-Based,Income,Recommended,0.16234,FALSE,FALSE
TRUE,"Income 60 TM (ETF, QUSLGDIV, N7YMUN)",Income Series,60,TRUE,0,469000,447,Risk-Based,Income,Recommended,0.17066,FALSE,FALSE
TRUE,Income 70 (ETF),Income Series,70,FALSE,2.7530886,18000,448,Risk-Based,Income,Recommended,0.11475,FALSE,FALSE
TRUE,"Income 70 (ETF, All Weather)",Income Series,70,FALSE,3.6895911,26000,449,Risk-Based,Income,Recommended,0.3736869,FALSE,TRUE
TRUE,"Income 70 (ETF, B5YCRP)",Income Series,70,FALSE,0,521000,450,Risk-Based,Income,Recommended,0.12387,FALSE,FALSE
TRUE,"Income 70 (ETF, QUSLGDIV)",Income Series,70,FALSE,0,239000,453,Risk-Based,Income,Recommended,0.15885,FALSE,FALSE
TRUE,"Income 70 (ETF, QUSLGDIV, B5YCRP)",Income Series,70,FALSE,0,521000,454,Risk-Based,Income,Recommended,0.16797,FALSE,FALSE
TRUE,Income 70 TM (ETF),Income Series,70,TRUE,2.4771983,18000,455,Risk-Based,Income,Recommended,0.12693,FALSE,FALSE
TRUE,"Income 70 TM (ETF, N7YMUN)",Income Series,70,TRUE,0,625000,458,Risk-Based,Income,Recommended,0.13317,FALSE,FALSE
TRUE,"Income 70 TM (ETF, QUSLGDIV)",Income Series,70,TRUE,0,239000,459,Risk-Based,Income,Recommended,0.17103,FALSE,FALSE
TRUE,"Income 70 TM (ETF, QUSLGDIV, N7YMUN)",Income Series,70,TRUE,0,625000,460,Risk-Based,Income,Recommended,0.17727,FALSE,FALSE
TRUE,Income 80 (ETF),Income Series,80,FALSE,2.5702875,21000,461,Risk-Based,Income,Recommended,0.1212,FALSE,FALSE
TRUE,"Income 80 (ETF, All Weather)",Income Series,80,FALSE,3.6051459,23000,462,Risk-Based,Income,Recommended,0.4151564,FALSE,TRUE
TRUE,"Income 80 (ETF, B5YCRP)",Income Series,80,FALSE,0,782000,463,Risk-Based,Income,Recommended,0.12728,FALSE,FALSE
TRUE,"Income 80 (ETF, QUSLGDIV)",Income Series,80,FALSE,0,209000,466,Risk-Based,Income,Recommended,0.1716,FALSE,FALSE
TRUE,"Income 80 (ETF, QUSLGDIV, B5YCRP)",Income Series,80,FALSE,0,782000,467,Risk-Based,Income,Recommended,0.17768,FALSE,FALSE
TRUE,Income 80 TM (ETF),Income Series,80,TRUE,2.3863606,16000,468,Risk-Based,Income,Recommended,0.12932,FALSE,FALSE
TRUE,"Income 80 TM (ETF, N7YMUN)",Income Series,80,TRUE,0,938000,471,Risk-Based,Income,Recommended,0.13348,FALSE,FALSE
TRUE,"Income 80 TM (ETF, QUSLGDIV)",Income Series,80,TRUE,0,209000,472,Risk-Based,Income,Recommended,0.17972,FALSE,FALSE
TRUE,"Income 80 TM (ETF, QUSLGDIV, N7YMUN)",Income Series,80,TRUE,0,938000,473,Risk-Based,Income,Recommended,0.18388,FALSE,FALSE
TRUE,Income 90 (ETF),Income Series,90,FALSE,2.3874864,42000,474,Risk-Based,Income,Recommended,0.12765,FALSE,FALSE
TRUE,"Income 90 (ETF, All Weather)",Income Series,90,FALSE,3.5207008,28000,475,Risk-Based,Income,Recommended,0.456626,FALSE,TRUE
TRUE,"Income 90 (ETF, B5YCRP)",Income Series,90,FALSE,0,1563000,476,Risk-Based,Income,Recommended,0.13069,FALSE,FALSE
TRUE,"Income 90 (ETF, QUSLGDIV)",Income Series,90,FALSE,0,186000,479,Risk-Based,Income,Recommended,0.18435,FALSE,FALSE
TRUE,"Income 90 (ETF, QUSLGDIV, B5YCRP)",Income Series,90,FALSE,0,1563000,480,Risk-Based,Income,Recommended,0.18739,FALSE,FALSE
TRUE,Income 90 TM (ETF),Income Series,90,TRUE,2.2955229,25000,481,Risk-Based,Income,Recommended,0.13171,FALSE,FALSE
TRUE,"Income 90 TM (ETF, N7YMUN)",Income Series,90,TRUE,0,1875000,484,Risk-Based,Income,Recommended,0.13379,FALSE,FALSE
TRUE,"Income 90 TM (ETF, QUSLGDIV)",Income Series,90,TRUE,0,186000,485,Risk-Based,Income,Recommended,0.18841,FALSE,FALSE
TRUE,"Income 90 TM (ETF, QUSLGDIV, N7YMUN)",Income Series,90,TRUE,0,1875000,486,Risk-Based,Income,Recommended,0.19049,FALSE,FALSE
TRUE,Market 10 (ETF),Market Series,10,FALSE,3.3213074,42000,563,Risk-Based,Market,Recommended,0.04144,FALSE,FALSE
TRUE,"Market 10 (ETF, B5YCRP)",Market Series,10,FALSE,0,186000,567,Risk-Based,Market,Recommended,0.06709,FALSE,FALSE
TRUE,"Market 10 (ETF, QUSLGMKT)",Market Series,10,FALSE,0,2084000,577,Risk-Based,Market,Recommended,0.0472,FALSE,FALSE
TRUE,"Market 10 (ETF, QUSLGMKT, B5YCRP)",Market Series,10,FALSE,0,2084000,579,Risk-Based,Market,Recommended,0.07285,FALSE,FALSE
TRUE,Market 10 TM (ETF),Market Series,10,TRUE,2.7630202,42000,581,Risk-Based,Market,Recommended,0.05224,FALSE,FALSE
TRUE,"Market 10 TM (ETF, N7YMUN)",Market Series,10,TRUE,0,223000,587,Risk-Based,Market,Recommended,0.06979,FALSE,FALSE
TRUE,"Market 10 TM (ETF, QUSLGMKT)",Market Series,10,TRUE,0,2084000,592,Risk-Based,Market,Recommended,0.058,FALSE,FALSE
TRUE,"Market 10 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,10,TRUE,0,2084000,593,Risk-Based,Market,Recommended,0.07555,FALSE,FALSE
TRUE,Market 100 (ETF),Market Series,100,FALSE,1.3829984,5000,595,Risk-Based,Market,Recommended,0.0364,FALSE,FALSE
TRUE,"Market 100 (ETF, QUSLGMKT)",Market Series,100,FALSE,0,209000,600,Risk-Based,Market,Recommended,0.094,FALSE,FALSE
TRUE,Market 20 (ETF),Market Series,20,FALSE,3.1059397,21000,602,Risk-Based,Market,Recommended,0.04088,FALSE,FALSE
TRUE,"Market 20 (ETF, B5YCRP)",Market Series,20,FALSE,0,209000,606,Risk-Based,Market,Recommended,0.06368,FALSE,FALSE
TRUE,"Market 20 (ETF, QUSLGMKT)",Market Series,20,FALSE,0,1042000,616,Risk-Based,Market,Recommended,0.0524,FALSE,FALSE
TRUE,"Market 20 (ETF, QUSLGMKT, B5YCRP)",Market Series,20,FALSE,0,1042000,618,Risk-Based,Market,Recommended,0.0752,FALSE,FALSE
TRUE,Market 20 TM (ETF),Market Series,20,TRUE,2.6096845,21000,620,Risk-Based,Market,Recommended,0.05048,FALSE,FALSE
TRUE,"Market 20 TM (ETF, N7YMUN)",Market Series,20,TRUE,0,250000,626,Risk-Based,Market,Recommended,0.06608,FALSE,FALSE
TRUE,"Market 20 TM (ETF, QUSLGMKT)",Market Series,20,TRUE,0,1042000,631,Risk-Based,Market,Recommended,0.062,FALSE,FALSE
TRUE,"Market 20 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,20,TRUE,0,1042000,632,Risk-Based,Market,Recommended,0.0776,FALSE,FALSE
TRUE,Market 30 (ETF),Market Series,30,FALSE,2.8905721,14000,634,Risk-Based,Market,Recommended,0.04032,FALSE,FALSE
TRUE,"Market 30 (ETF, B5YCRP)",Market Series,30,FALSE,0,239000,638,Risk-Based,Market,Recommended,0.06027,FALSE,FALSE
TRUE,"Market 30 (ETF, QUSLGMKT)",Market Series,30,FALSE,0,695000,648,Risk-Based,Market,Recommended,0.0576,FALSE,FALSE
TRUE,"Market 30 (ETF, QUSLGMKT, B5YCRP)",Market Series,30,FALSE,0,695000,650,Risk-Based,Market,Recommended,0.07755,FALSE,FALSE
TRUE,Market 30 TM (ETF),Market Series,30,TRUE,2.4563487,14000,652,Risk-Based,Market,Recommended,0.04872,FALSE,FALSE
TRUE,"Market 30 TM (ETF, N7YMUN)",Market Series,30,TRUE,0,286000,658,Risk-Based,Market,Recommended,0.06237,FALSE,FALSE
TRUE,"Market 30 TM (ETF, QUSLGMKT)",Market Series,30,TRUE,0,695000,663,Risk-Based,Market,Recommended,0.066,FALSE,FALSE
TRUE,"Market 30 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,30,TRUE,0,695000,664,Risk-Based,Market,Recommended,0.07965,FALSE,FALSE
TRUE,Market 40 (ETF),Market Series,40,FALSE,2.6752044,11000,666,Risk-Based,Market,Recommended,0.03976,FALSE,FALSE
TRUE,"Market 40 (ETF, B5YCRP)",Market Series,40,FALSE,0,278000,670,Risk-Based,Market,Recommended,0.05686,FALSE,FALSE
TRUE,"Market 40 (ETF, QUSLGMKT)",Market Series,40,FALSE,0,521000,680,Risk-Based,Market,Recommended,0.0628,FALSE,FALSE
TRUE,"Market 40 (ETF, QUSLGMKT, B5YCRP)",Market Series,40,FALSE,0,521000,682,Risk-Based,Market,Recommended,0.0799,FALSE,FALSE
TRUE,Market 40 TM (ETF),Market Series,40,TRUE,2.3030129,11000,684,Risk-Based,Market,Recommended,0.04696,FALSE,FALSE
TRUE,"Market 40 TM (ETF, N7YMUN)",Market Series,40,TRUE,0,334000,690,Risk-Based,Market,Recommended,0.05866,FALSE,FALSE
TRUE,"Market 40 TM (ETF, QUSLGMKT)",Market Series,40,TRUE,0,521000,695,Risk-Based,Market,Recommended,0.07,FALSE,FALSE
TRUE,"Market 40 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,40,TRUE,0,521000,696,Risk-Based,Market,Recommended,0.0817,FALSE,FALSE
TRUE,Market 50 (ETF),Market Series,50,FALSE,2.4598367,9000,698,Risk-Based,Market,Recommended,0.0392,FALSE,FALSE
TRUE,"Market 50 (ETF, B5YCRP)",Market Series,50,FALSE,0,334000,702,Risk-Based,Market,Recommended,0.05345,FALSE,FALSE
TRUE,"Market 50 (ETF, QUSLGMKT)",Market Series,50,FALSE,0,417000,712,Risk-Based,Market,Recommended,0.068,FALSE,FALSE
TRUE,"Market 50 (ETF, QUSLGMKT, B5YCRP)",Market Series,50,FALSE,0,417000,714,Risk-Based,Market,Recommended,0.08225,FALSE,FALSE
TRUE,Market 50 TM (ETF),Market Series,50,TRUE,2.1496772,9000,716,Risk-Based,Market,Recommended,0.0452,FALSE,FALSE
TRUE,"Market 50 TM (ETF, N7YMUN)",Market Series,50,TRUE,0,400000,722,Risk-Based,Market,Recommended,0.05495,FALSE,FALSE
TRUE,"Market 50 TM (ETF, QUSLGMKT)",Market Series,50,TRUE,0,417000,727,Risk-Based,Market,Recommended,0.074,FALSE,FALSE
TRUE,"Market 50 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,50,TRUE,0,417000,728,Risk-Based,Market,Recommended,0.08375,FALSE,FALSE
TRUE,Market 60 (ETF),Market Series,60,FALSE,2.244469,7000,730,Risk-Based,Market,Recommended,0.03864,FALSE,FALSE
TRUE,"Market 60 (ETF, B5YCRP)",Market Series,60,FALSE,0,417000,734,Risk-Based,Market,Recommended,0.05004,FALSE,FALSE
TRUE,"Market 60 (ETF, QUSLGMKT)",Market Series,60,FALSE,0,348000,744,Risk-Based,Market,Recommended,0.0732,FALSE,FALSE
TRUE,"Market 60 (ETF, QUSLGMKT, B5YCRP)",Market Series,60,FALSE,0,417000,746,Risk-Based,Market,Recommended,0.0846,FALSE,FALSE
TRUE,Market 60 TM (ETF),Market Series,60,TRUE,1.9963414,7000,748,Risk-Based,Market,Recommended,0.04344,FALSE,FALSE
TRUE,"Market 60 TM (ETF, N7YMUN)",Market Series,60,TRUE,0,500000,754,Risk-Based,Market,Recommended,0.05124,FALSE,FALSE
TRUE,"Market 60 TM (ETF, QUSLGMKT)",Market Series,60,TRUE,0,348000,759,Risk-Based,Market,Recommended,0.078,FALSE,FALSE
TRUE,"Market 60 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,60,TRUE,0,500000,760,Risk-Based,Market,Recommended,0.0858,FALSE,FALSE
TRUE,Market 70 (ETF),Market Series,70,FALSE,2.0291014,6000,762,Risk-Based,Market,Recommended,0.03808,FALSE,FALSE
TRUE,"Market 70 (ETF, B5YCRP)",Market Series,70,FALSE,0,556000,766,Risk-Based,Market,Recommended,0.04663,FALSE,FALSE
TRUE,"Market 70 (ETF, QUSLGMKT)",Market Series,70,FALSE,0,298000,776,Risk-Based,Market,Recommended,0.0784,FALSE,FALSE
TRUE,"Market 70 (ETF, QUSLGMKT, B5YCRP)",Market Series,70,FALSE,0,556000,778,Risk-Based,Market,Recommended,0.08695,FALSE,FALSE
TRUE,Market 70 TM (ETF),Market Series,70,TRUE,1.8430056,6000,780,Risk-Based,Market,Recommended,0.04168,FALSE,FALSE
TRUE,"Market 70 TM (ETF, N7YMUN)",Market Series,70,TRUE,0,667000,786,Risk-Based,Market,Recommended,0.04753,FALSE,FALSE
TRUE,"Market 70 TM (ETF, QUSLGMKT)",Market Series,70,TRUE,0,298000,791,Risk-Based,Market,Recommended,0.082,FALSE,FALSE
TRUE,"Market 70 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,70,TRUE,0,667000,792,Risk-Based,Market,Recommended,0.08785,FALSE,FALSE
TRUE,Market 80 (ETF),Market Series,80,FALSE,1.8137337,6000,794,Risk-Based,Market,Recommended,0.03752,FALSE,FALSE
TRUE,"Market 80 (ETF, B5YCRP)",Market Series,80,FALSE,0,834000,798,Risk-Based,Market,Recommended,0.04322,FALSE,FALSE
TRUE,"Market 80 (ETF, QUSLGMKT)",Market Series,80,FALSE,0,261000,808,Risk-Based,Market,Recommended,0.0836,FALSE,FALSE
TRUE,"Market 80 (ETF, QUSLGMKT, B5YCRP)",Market Series,80,FALSE,0,834000,810,Risk-Based,Market,Recommended,0.0893,FALSE,FALSE
TRUE,Market 80 TM (ETF),Market Series,80,TRUE,1.6896699,7000,812,Risk-Based,Market,Recommended,0.03992,FALSE,FALSE
TRUE,"Market 80 TM (ETF, N7YMUN)",Market Series,80,TRUE,0,1000000,818,Risk-Based,Market,Recommended,0.04382,FALSE,FALSE
TRUE,"Market 80 TM (ETF, QUSLGMKT)",Market Series,80,TRUE,0,261000,823,Risk-Based,Market,Recommended,0.086,FALSE,FALSE
TRUE,"Market 80 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,80,TRUE,0,1000000,824,Risk-Based,Market,Recommended,0.0899,FALSE,FALSE
TRUE,Market 90 (ETF),Market Series,90,FALSE,1.598366,9000,826,Risk-Based,Market,Recommended,0.03696,FALSE,FALSE
TRUE,"Market 90 (ETF, B5YCRP)",Market Series,90,FALSE,0,1667000,830,Risk-Based,Market,Recommended,0.03981,FALSE,FALSE
TRUE,"Market 90 (ETF, QUSLGMKT)",Market Series,90,FALSE,0,232000,840,Risk-Based,Market,Recommended,0.0888,FALSE,FALSE
TRUE,"Market 90 (ETF, QUSLGMKT, B5YCRP)",Market Series,90,FALSE,0,1667000,842,Risk-Based,Market,Recommended,0.09165,FALSE,FALSE
TRUE,Market 90 TM (ETF),Market Series,90,TRUE,1.5363341,13000,844,Risk-Based,Market,Recommended,0.03816,FALSE,FALSE
TRUE,"Market 90 TM (ETF, N7YMUN)",Market Series,90,TRUE,0,2000000,850,Risk-Based,Market,Recommended,0.04011,FALSE,FALSE
TRUE,"Market 90 TM (ETF, QUSLGMKT)",Market Series,90,TRUE,0,232000,855,Risk-Based,Market,Recommended,0.09,FALSE,FALSE
TRUE,"Market 90 TM (ETF, QUSLGMKT, N7YMUN)",Market Series,90,TRUE,0,2000000,856,Risk-Based,Market,Recommended,0.09195,FALSE,FALSE
TRUE,Multifactor 10 (ETF),Multifactor Series,10,FALSE,3.4760121,98000,857,Risk-Based,Multifactor,Recommended,0.0499532,FALSE,FALSE
TRUE,"Multifactor 10 (ETF, All Weather)",Multifactor Series,10,FALSE,3.619215,181000,863,Risk-Based,Multifactor,Recommended,0.0856054,FALSE,TRUE
TRUE,"Multifactor 10 (ETF, B5YCRP)",Multifactor Series,10,FALSE,0,186000,865,Risk-Based,Multifactor,Recommended,0.0799232,FALSE,FALSE
TRUE,"Multifactor 10 (ETF, QUSLGVMQ)",Multifactor Series,10,FALSE,0,1667000,887,Risk-Based,Multifactor,Recommended,0.0532534,FALSE,FALSE
TRUE,"Multifactor 10 (ETF, QUSLGVMQ, B5YCRP)",Multifactor Series,10,FALSE,0,1667000,890,Risk-Based,Multifactor,Recommended,0.0832234,FALSE,FALSE
TRUE,Multifactor 10 TM (ETF),Multifactor Series,10,TRUE,2.7655775,98000,899,Risk-Based,Multifactor,Recommended,0.0650732,FALSE,FALSE
TRUE,"Multifactor 10 TM (ETF, All Weather)",Multifactor Series,10,TRUE,2.9087805,181000,901,Risk-Based,Multifactor,Recommended,0.1007254,FALSE,TRUE
TRUE,"Multifactor 10 TM (ETF, N7YMUN)",Multifactor Series,10,TRUE,0,223000,915,Risk-Based,Multifactor,Recommended,0.0826232,FALSE,FALSE
TRUE,"Multifactor 10 TM (ETF, QUSLGVMQ)",Multifactor Series,10,TRUE,0,1667000,923,Risk-Based,Multifactor,Recommended,0.0683734,FALSE,FALSE
TRUE,"Multifactor 10 TM (ETF, QUSLGVMQ, N7YMUN)",Multifactor Series,10,TRUE,0,1667000,926,Risk-Based,Multifactor,Recommended,0.0859234,FALSE,FALSE
TRUE,Multifactor 100 (ETF),Multifactor Series,100,FALSE,1.4085714,10000,935,Risk-Based,Multifactor,Recommended,0.1647325,FALSE,FALSE
TRUE,"Multifactor 100 (ETF, All Weather)",Multifactor Series,100,FALSE,2.8391703,19000,937,Risk-Based,Multifactor,Recommended,0.5210699,FALSE,TRUE
TRUE,"Multifactor 100 (ETF, QUSLGVMQ)",Multifactor Series,100,FALSE,0,167000,946,Risk-Based,Multifactor,Recommended,0.1977337,FALSE,FALSE
TRUE,Multifactor 20 (ETF),Multifactor Series,20,FALSE,3.2462964,49000,952,Risk-Based,Multifactor,Recommended,0.0627065,FALSE,FALSE
TRUE,"Multifactor 20 (ETF, All Weather)",Multifactor Series,20,FALSE,3.5322254,91000,958,Risk-Based,Multifactor,Recommended,0.1339494,FALSE,TRUE
TRUE,"Multifactor 20 (ETF, B5YCRP)",Multifactor Series,20,FALSE,0,209000,960,Risk-Based,Multifactor,Recommended,0.0893465,FALSE,FALSE
TRUE,"Multifactor 20 (ETF, QUSLGVMQ)",Multifactor Series,20,FALSE,0,834000,982,Risk-Based,Multifactor,Recommended,0.0693067,FALSE,FALSE
TRUE,"Multifactor 20 (ETF, QUSLGVMQ, B5YCRP)",Multifactor Series,20,FALSE,0,834000,985,Risk-Based,Multifactor,Recommended,0.0959467,FALSE,FALSE
TRUE,Multifactor 20 TM (ETF),Multifactor Series,20,TRUE,2.6147991,49000,994,Risk-Based,Multifactor,Recommended,0.0761465,FALSE,FALSE
TRUE,"Multifactor 20 TM (ETF, All Weather)",Multifactor Series,20,TRUE,2.9008815,91000,996,Risk-Based,Multifactor,Recommended,0.1474085,FALSE,TRUE
TRUE,"Multifactor 20 TM (ETF, N7YMUN)",Multifactor Series,20,TRUE,0,250000,1010,Risk-Based,Multifactor,Recommended,0.0917465,FALSE,FALSE
TRUE,"Multifactor 20 TM (ETF, QUSLGVMQ)",Multifactor Series,20,TRUE,0,834000,1018,Risk-Based,Multifactor,Recommended,0.0827467,FALSE,FALSE
TRUE,"Multifactor 20 TM (ETF, QUSLGVMQ, N7YMUN)",Multifactor Series,20,TRUE,0,834000,1021,Risk-Based,Multifactor,Recommended,0.0983467,FALSE,FALSE
TRUE,Multifactor 30 (ETF),Multifactor Series,30,FALSE,3.0165808,33000,1030,Risk-Based,Multifactor,Recommended,0.0754597,FALSE,FALSE
TRUE,"Multifactor 30 (ETF, All Weather)",Multifactor Series,30,FALSE,3.4457128,60000,1036,Risk-Based,Multifactor,Recommended,0.1823548,FALSE,TRUE
TRUE,"Multifactor 30 (ETF, B5YCRP)",Multifactor Series,30,FALSE,0,239000,1038,Risk-Based,Multifactor,Recommended,0.0987697,FALSE,FALSE
TRUE,"Multifactor 30 (ETF, QUSLGVMQ)",Multifactor Series,30,FALSE,0,556000,1060,Risk-Based,Multifactor,Recommended,0.0853601,FALSE,FALSE
TRUE,"Multifactor 30 (ETF, QUSLGVMQ, B5YCRP)",Multifactor Series,30,FALSE,0,556000,1063,Risk-Based,Multifactor,Recommended,0.1086701,FALSE,FALSE
